DAUID,Median_income_2020,Population_2021,Total_households
35211958,160000,572,150
35211959,148000,579,160
35211960,136000,440,130
35211961,152000,427,125
35211962,141000,1127,365
35211963,137000,8199,2100
35211964,154000,487,140
35211965,129000,449,120
35211966,126000,507,130
35211967,129000,622,165
35211968,111000,656,200
35211969,129000,572,150
35211970,149000,701,185
35211971,131000,678,180
35211972,97000,1852,640
35211975,123000,757,200
35211976,129000,444,115
35211977,123000,426,110
35211978,123000,529,170
35211979,107000,1221,420
35211981,76500,5010,1955
35211983,49600,1383,610
35211984,125000,569,195
35211985,143000,897,275
35211986,126000,883,265
35211987,138000,682,210
35211988,160000,549,140
35211989,133000,1902,585
35211990,118000,265,80
35211991,166000,459,125
35211993,158000,308,85
35211995,116000,452,130
35211996,142000,571,160
35211997,136000,418,115
35211998,125000,464,130
35211999,113000,300,80
35212000,133000,490,120
35212001,129000,502,135
35212002,,219,55
35212003,,237,70
35212004,132000,281,80
35212005,137000,781,210
35212006,180000,358,95
35212007,81000,1981,950
35212009,82000,4686,2165
35212011,103000,1763,480
35212012,86000,1847,755
35212013,158000,270,75
35212014,,203,55
35212021,,117,15
35212022,132000,1579,465
35212023,127000,481,135
35212024,126000,488,145
35212025,149000,391,120
35212026,120000,2432,655
35212027,126000,816,215
35212028,126000,784,185
35212029,139000,609,150
35212030,135000,503,130
35212031,135000,368,95
35212032,121000,1009,250
35212033,126000,865,205
35212034,118000,603,140
35212035,130000,919,220
35212036,140000,827,200
35212037,139000,649,145
35212039,125000,926,235
35212040,119000,602,160
35212041,111000,513,120
35212042,127000,614,150
35212044,143000,1146,300
35212045,145000,2007,515
35212046,95000,1269,390
35212047,105000,731,245
35212048,104000,1239,400
35212049,110000,1043,315
35212050,127000,655,230
35212051,146000,703,210
35212052,136000,1216,345
35212053,139000,543,155
35212054,,240,65
35212055,119000,1350,330
35212059,159000,623,165
35212060,159000,669,180
35212062,128000,4674,1250
35212066,124000,2117,550
35212069,65500,449,180
35212070,71000,1288,525
35212071,133000,426,100
35212072,128000,628,160
35212074,117000,1980,545
35212075,121000,1608,410
35212076,,459,10
35212077,113000,1456,485
35212078,168000,440,125
35212079,54000,942,370
35212080,117000,367,120
35212081,68000,1180,430
35212082,65000,764,320
35212083,62800,940,310
35212084,68500,930,345
35212085,74000,650,235
35212086,133000,404,105
35212087,118000,339,85
35212088,126000,928,250
35212089,153000,2073,480
35212090,147000,2242,510
35212091,151000,2106,485
35212094,77500,1838,630
35212095,145000,469,160
35212096,92000,971,310
35212098,123000,1067,370
35212099,139000,688,240
35212100,123000,906,250
35212101,120000,776,215
35212102,106000,1306,685
35212103,102000,507,180
35212104,,0,
35212106,180000,474,155
35212107,220000,964,320
35212108,58000,648,335
35212109,111000,738,260
35212110,115000,794,265
35212111,98000,545,215
35212112,109000,330,95
35212113,96000,1096,370
35212114,118000,777,210
35212115,139000,629,170
35212116,74000,1092,345
35212117,72500,1323,460
35212118,63600,1265,490
35212120,146000,571,160
35212121,121000,1306,440
35212122,89000,1158,405
35212123,101000,921,255
35212124,,230,50
35212125,109000,443,115
35212126,125000,671,170
35212127,130000,1499,420
35212128,134000,2529,610
35212129,138000,2667,645
35212132,151000,1042,230
35212133,142000,1246,275
35212135,72000,1509,735
35212136,98000,907,320
35212137,106000,1124,320
35212139,122000,520,135
35212141,99000,4518,1440
35212144,131000,494,105
35212146,135000,1386,320
35212147,125000,1885,425
35212148,110000,1570,425
35212155,127000,951,225
35212156,94000,751,200
35212157,128000,251,50
35212158,131000,275,60
35212159,137000,314,70
35212160,122000,880,190
35212163,134000,1142,305
35212165,,83,20
35212166,,194,55
35212168,97000,1809,550
35212169,126000,2121,540
35212170,145000,4736,1225
35212174,130000,9294,2210
35212175,131000,3270,815
35212177,172000,6712,1550
35212178,,112,30
35212180,139000,1224,290
35212182,,175,50
35212184,121000,396,125
35212185,134000,5220,1380
35212186,164000,2554,670
35212189,162000,2150,440
35212191,126000,5212,1160
35212192,,5,
35212193,133000,1391,315
35212194,142000,988,215
35212195,136000,1617,330
35212196,143000,1561,345
35212197,118000,5595,1360
35212198,138000,2804,595
35212199,125000,407,90
35212200,115000,480,115
35212201,133000,3550,810
35212202,152000,3533,815
35212203,128000,4353,955
35212204,126000,2543,575
35212205,124000,4490,1050
35212206,137000,4269,920
35212207,125000,7097,1645
35212208,131000,4351,960
35212209,119000,29669,7570
35212211,66500,1403,540
35212212,77000,1677,605
35212213,79500,1241,485
35212214,45600,1170,435
35212215,75500,1259,450
35212216,67500,1468,595
35212217,70500,1287,590
35212218,83000,1286,460
35212219,77500,1380,525
35212220,133000,1090,275
35212221,124000,1492,385
35212222,116000,1941,505
35212223,128000,907,225
35212224,136000,1119,285
35212225,116000,835,210
35212226,120000,1685,400
35212227,121000,656,180
35212228,130000,1844,480
35212229,116000,719,175
35212230,129000,1129,275
35212231,74000,1956,800
35212232,71000,780,385
35212233,160000,727,160
35212234,135000,778,175
35212235,142000,1127,245
35212236,119000,1585,465
35212237,138000,829,200
35212238,111000,909,230
35212239,130000,1336,300
35212240,135000,1466,330
35212241,111000,1425,380
35212242,140000,1632,355
35212243,121000,649,150
35212244,99000,2023,615
35212245,115000,1271,315
35212246,144000,1759,390
35212247,124000,727,165
35212248,168000,1156,240
35212249,125000,1158,270
35212250,141000,542,120
35212251,146000,1930,410
35212252,126000,924,210
35212253,151000,867,195
35212254,110000,844,230
35212255,127000,1459,355
35212256,114000,1399,325
35212257,120000,1951,455
35212258,138000,892,180
35212259,138000,450,90
35212260,146000,2090,485
35212261,133000,1648,360
35212262,122000,1227,285
35212265,194000,894,200
35212266,166000,625,160
35212267,119000,849,220
35212268,99000,1352,390
35212269,134000,5208,1255
35212270,158000,5823,1305
35212271,127000,5173,1175
35212272,139000,6193,1355
35212273,120000,2383,620
35212274,134000,6588,1700
35212275,140000,2935,685
35212276,144000,409,100
35212278,132000,2766,705
35212280,142000,956,270
35212282,,0,
35212283,77000,2226,985
35212284,67500,4657,2380
35212285,64500,5683,2885
35212286,125000,1120,320
35212287,94000,1221,490
35212288,170000,1590,440
35212289,150000,686,205
35212290,70500,1298,400
35212291,75000,1075,490
35212292,63200,834,335
35212293,82000,1232,375
35212294,69500,654,290
35212295,65000,1562,660
35212296,90000,1525,610
35212297,112000,1209,410
35212298,81000,1125,365
35212299,79000,1082,380
35212300,123000,946,320
35212301,75000,1456,660
35212302,67000,2687,975
35212303,70500,824,390
35212304,78500,1289,560
35212305,73000,392,185
35212306,79500,407,190
35212307,76000,1952,885
35212308,77000,1298,665
35212309,63200,1413,710
35212310,83000,1288,480
35212311,73500,1817,560
35212312,,192,50
35212313,80000,1603,700
35212314,79000,978,425
35212315,71000,1961,725
35212316,47600,998,515
35212317,83000,1433,530
35212318,79000,1194,520
35212319,108000,1427,400
35212320,125000,1040,270
35212321,126000,727,220
35212322,69500,1381,500
35212323,82000,1786,660
35212324,81000,1760,660
35212325,153000,1273,320
35212326,139000,1005,260
35212327,75500,1140,400
35212328,34800,551,310
35212329,99000,682,245
35212330,122000,2007,510
35212331,130000,1738,435
35212332,127000,1721,450
35212333,162000,1075,250
35212334,148000,915,220
35212335,178000,2656,650
35212336,62400,664,225
35212337,76000,1791,550
35212342,133000,689,195
35212343,121000,5598,1545
35212344,119000,3472,1025
35212345,129000,752,185
35212346,,0,
35212347,138000,337,80
35212348,118000,319,70
35212349,64000,1276,500
35212350,70500,807,295
35212351,126000,1265,310
35212352,114000,827,270
35212353,121000,2047,585
35212354,108000,1040,295
35212355,144000,1871,385
35212356,144000,3205,645
35212357,152000,1285,265
35212358,72000,1044,475
35212359,74500,984,435
35212360,62400,634,305
35212361,75000,1567,685
35212362,170000,1073,220
35212363,149000,879,200
35212364,160000,1269,285
35212365,178000,1053,220
35212366,70500,1817,915
35212367,75500,1387,660
35212368,153000,590,190
35220064,111000,633,250
35220065,103000,605,245
35220066,109000,664,205
35220067,94000,785,255
35220068,106000,861,295
35220070,92000,587,220
35220071,67500,510,220
35220072,72500,912,385
35220073,46800,514,185
35220074,106000,915,320
35220076,145000,849,250
35220077,110000,645,225
35220078,125000,504,185
35220079,110000,461,165
35220084,128000,1539,470
35220085,124000,405,120
35220087,57200,464,220
35220088,82000,558,255
35220089,53200,337,195
35220090,56000,334,190
35220091,82000,467,190
35220092,48400,482,270
35220093,94000,547,200
35220094,89000,818,305
35220095,86000,613,245
35220096,74000,582,270
35220097,58400,569,310
35220098,75000,697,270
35220099,98000,542,210
35220100,91000,451,165
35220101,99000,751,285
35220102,103000,1097,385
35220103,86000,564,205
35220104,123000,708,235
35220105,115000,487,175
35220106,115000,553,205
35220107,137000,1053,280
35220108,124000,480,165
35220109,144000,1604,495
35220111,133000,650,220
35220112,123000,1582,530
35220113,104000,569,205
35220114,136000,511,115
35220115,143000,424,135
35220116,149000,693,210
35220117,129000,2243,710
35220118,122000,430,140
35220119,129000,421,135
35220120,135000,445,140
35220121,123000,505,175
35220122,141000,686,225
35220123,104000,503,180
35220124,103000,510,205
35220125,92000,1359,580
35220126,49600,458,280
35220127,62400,397,160
35220128,65500,389,190
35220130,140000,596,185
35220131,113000,588,180
35220138,119000,564,190
35220139,123000,560,190
35220140,118000,478,165
35220141,92000,676,250
35220142,119000,623,195
35220143,115000,555,185
35220145,92000,822,280
35220147,123000,599,220
35220148,128000,544,210
35220149,128000,590,230
35220150,122000,560,205
35220151,129000,541,200
35220152,98000,495,210
35220155,117000,322,125
35220157,123000,522,210
35220159,135000,453,150
35220160,104000,1241,355
35220161,106000,476,175
35220162,115000,686,210
35220163,129000,1450,365
35220164,103000,655,220
35220165,,5,
35220166,103000,937,330
35220167,,106,35
35220172,133000,597,195
35220173,110000,519,180
35220174,182000,892,260
35220175,140000,300,100
35220176,119000,403,140
35220178,75500,358,155
35220181,107000,513,190
35220182,89000,635,265
35220183,99000,570,200
35220184,128000,696,205
35220185,111000,557,255
35220190,170000,719,200
35220191,162000,529,165
35220192,,188,65
35220193,228000,494,135
35220194,166000,1255,310
35220199,168000,639,195
35220200,162000,471,150
35220201,123000,666,230
35220203,125000,690,200
35230052,81000,571,235
35230054,104000,468,185
35230055,112000,548,200
35230056,113000,489,195
35230057,108000,657,255
35230058,89000,513,210
35230059,66500,653,280
35230060,95000,477,210
35230061,114000,629,275
35230062,96000,563,235
35230063,79500,510,220
35230064,88000,441,190
35230065,70500,498,210
35230066,75500,591,220
35230067,,215,90
35230068,94000,312,120
35230069,80000,494,190
35230070,93000,558,230
35230071,100000,2319,840
35230074,62400,856,235
35230075,46800,349,245
35230076,53200,892,620
35230077,69500,738,340
35230078,94000,482,200
35230079,74000,452,205
35230080,112000,533,200
35230081,41200,434,240
35230082,81000,559,260
35230083,95000,429,190
35230084,113000,488,190
35230085,107000,642,295
35230086,56000,504,270
35230087,59600,511,310
35230088,46000,726,435
35230089,83000,424,185
35230090,79000,515,270
35230091,82000,438,200
35230092,105000,530,220
35230093,103000,491,195
35230094,102000,537,215
35230095,86000,492,220
35230096,69000,578,310
35230097,58400,776,455
35230100,96000,426,170
35230101,79500,454,195
35230102,83000,458,195
35230103,95000,458,190
35230104,62000,913,440
35230105,63200,534,185
35230106,51200,552,240
35230108,81000,514,185
35230110,66000,954,445
35230111,65000,889,350
35230112,69500,575,265
35230113,64000,478,205
35230114,85000,654,270
35230117,127000,492,170
35230118,108000,297,110
35230119,116000,509,175
35230120,123000,435,150
35230121,76000,685,240
35230122,133000,497,160
35230124,125000,467,165
35230139,111000,326,125
35230141,60400,360,205
35230142,119000,410,165
35230143,137000,379,160
35230144,88000,506,220
35230145,62000,594,285
35230146,82000,472,225
35230147,63200,390,230
35230148,71500,1019,590
35230149,52400,801,440
35230150,81000,665,325
35230151,78000,814,455
35230152,78000,518,240
35230153,69500,545,280
35230154,105000,472,195
35230155,98000,494,200
35230156,72500,376,195
35230157,88000,613,290
35230158,71000,1011,340
35230159,46400,474,275
35230160,101000,450,200
35230161,78500,495,235
35230162,63600,506,255
35230163,88000,728,295
35230164,76500,433,205
35230165,80000,585,260
35230166,79000,834,370
35230167,55600,490,215
35230168,97000,490,185
35230169,107000,552,210
35230170,75500,797,315
35230171,60800,535,290
35230173,74000,1162,440
35230175,122000,381,135
35230176,113000,424,155
35230177,94000,533,210
35230178,86000,511,195
35230179,70000,886,435
35230180,159000,532,195
35230181,56400,565,225
35230182,93000,501,195
35230183,97000,481,185
35230184,137000,429,155
35230185,127000,594,220
35230186,,224,80
35230187,82000,534,205
35230188,118000,459,160
35230189,97000,600,265
35230190,123000,519,185
35230191,115000,779,320
35230194,72500,961,360
35230202,141000,617,220
35230203,147000,949,340
35230215,61200,606,300
35230216,105000,533,190
35230217,105000,378,135
35230218,90000,523,225
35230219,76000,627,190
35230220,137000,546,210
35230221,81000,808,360
35230227,110000,2885,1000
35230269,60800,955,470
35230270,66500,1399,555
35230271,66000,1743,705
35230272,79000,1332,610
35230275,84000,1223,500
35230276,112000,709,230
35230277,99000,488,180
35230278,80000,830,275
35230279,,215,80
35230280,143000,269,100
35230281,79000,465,160
35230282,102000,410,140
35230283,110000,492,160
35230284,86000,624,235
35230285,113000,428,125
35230286,91000,535,210
35230287,73000,608,260
35230288,93000,535,210
35230289,93000,367,115
35230290,116000,761,245
35230291,114000,638,215
35230292,133000,427,115
35230293,136000,1171,380
35230294,118000,1065,415
35230295,130000,931,300
35230296,93000,518,215
35230297,79000,595,295
35230298,92000,528,230
35230299,122000,721,270
35230300,89000,729,255
35230301,133000,489,170
35230302,130000,1212,380
35230303,108000,516,190
35230304,94000,612,230
35230305,106000,536,205
35230306,102000,1915,730
35230307,102000,1184,435
35230308,95000,674,265
35230309,82000,520,235
35230310,65500,495,260
35230311,70000,781,390
35230312,83000,586,260
35230313,104000,501,185
35230314,106000,911,320
35230315,111000,788,260
35230316,63600,656,315
35230317,89000,898,390
35230318,86000,499,215
35230319,73000,631,285
35230320,95000,1041,425
35230321,144000,595,200
35230322,125000,498,170
35230323,75500,528,255
35230324,,183,100
35230325,100000,633,255
35230326,78000,407,195
35230327,105000,487,170
35230328,104000,298,100
35230329,107000,451,150
35230330,141000,385,135
35230331,144000,471,150
35230332,111000,340,120
35230333,129000,717,240
35230334,121000,520,180
35230335,125000,551,190
35230336,121000,558,195
35230337,119000,626,220
35230338,117000,545,200
35230339,134000,529,180
35230340,129000,597,190
35230341,153000,522,185
35230342,149000,501,160
35230343,138000,463,160
35230344,97000,469,200
35230345,106000,458,185
35230346,108000,624,245
35230347,101000,531,195
35230348,121000,700,245
35230349,140000,722,235
35230350,158000,576,195
35230351,148000,712,235
35230352,139000,489,185
35230353,133000,574,205
35230354,139000,714,245
35230355,125000,460,160
35230356,120000,705,265
35230357,115000,420,155
35230358,108000,960,365
35230359,90000,375,150
35230360,146000,653,220
35230361,137000,967,335
35230362,137000,2414,820
35230363,129000,404,150
35230364,125000,438,135
35230365,125000,586,215
35230366,130000,3643,1150
35230367,116000,445,150
35230368,116000,1019,340
35230369,108000,743,235
35230370,118000,470,155
35230371,107000,523,185
35230372,110000,731,275
35230373,106000,406,150
35230374,79500,812,340
35230375,87000,648,270
35230376,68500,689,315
35230377,113000,1949,675
35230378,,96,40
35230379,109000,2888,1040
35230380,,0,
35230381,166000,612,195
35230382,123000,4641,1700
35230383,89000,707,450
35230384,150000,364,120
35230385,158000,440,145
35230386,156000,313,100
35230387,131000,1277,445
35230388,152000,539,185
35230389,116000,598,225
35230390,140000,560,170
35230391,99000,463,150
35230392,128000,867,275
35230393,120000,4894,1670
35230394,91000,2104,880
35230395,184000,661,220
35230396,124000,2463,790
35230397,90000,688,305
35230398,218000,857,270
35230399,131000,481,165
35230400,151000,564,200
35230401,120000,556,195
35230402,94000,1117,485
35230403,124000,658,220
35230404,140000,610,245
35230405,125000,502,145
35230406,159000,638,220
35230407,113000,412,145
35230408,,233,90
35230409,106000,499,180
35230410,124000,329,110
35230411,124000,472,165
35230412,135000,377,120
35230413,125000,445,150
35230414,85000,1302,630
35230415,131000,423,140
35230416,102000,397,150
35230417,112000,460,155
35230418,130000,482,160
35230419,147000,446,145
35230420,176000,536,165
35230421,121000,535,195
35230422,126000,518,175
35230423,132000,468,145
35230424,139000,515,175
35230425,121000,421,145
35230426,133000,480,155
35230427,136000,375,130
35230428,116000,393,125
35230429,89000,365,160
35230430,112000,453,165
35230431,112000,412,165
35230432,111000,518,205
35230433,122000,1154,405
35230434,116000,461,170
35230435,61600,663,230
35230436,99000,476,165
35230437,78500,275,90
35230438,93000,530,120
35230439,101000,514,115
35230440,110000,513,110
35230441,97000,514,120
35230442,117000,735,200
35230443,110000,436,165
35230444,100000,668,205
35230445,100000,471,120
35230446,109000,559,165
35230447,104000,620,205
35230448,120000,409,130
35230449,115000,1192,405
35230450,113000,996,315
35230451,82000,385,140
35230452,111000,531,160
35230453,61200,554,230
35230454,83000,573,160
35230455,71500,417,175
35230456,91000,449,135
35230457,94000,449,145
35230458,70500,941,335
35230459,63200,630,295
35230460,43600,552,290
35230461,69000,796,315
35230462,66000,505,225
35230463,73500,748,335
35230464,95000,522,185
35230465,82000,747,320
35230466,81000,775,310
35230467,86000,450,150
35230468,81000,480,185
35230469,73000,549,235
35230470,86000,499,155
35230471,98000,561,190
35230472,91000,669,235
35230473,71000,436,190
35230474,90000,521,195
35230475,96000,458,155
35230476,86000,539,210
35230477,77500,799,320
35230478,69000,656,300
35230479,82000,673,265
35230480,87000,507,160
35230481,104000,522,160
35230482,125000,2612,745
35230483,124000,564,185
35230484,83000,417,150
35230485,94000,469,170
35230486,101000,514,170
35230487,132000,560,155
35230488,124000,603,175
35230489,118000,2087,695
35230490,99000,804,305
35230491,89000,600,230
35230492,106000,1011,335
35230493,128000,267,75
35230494,127000,657,205
35230495,198000,482,145
35230496,153000,1053,335
35230497,154000,453,135
35230498,95000,453,175
35230499,89000,1055,440
35230500,124000,1280,400
35230501,132000,549,175
35230502,132000,498,145
35230503,131000,860,270
35230504,138000,512,160
35230505,99000,769,255
35240003,144000,466,165
35240004,107000,496,190
35240005,109000,524,195
35240006,130000,436,145
35240007,158000,349,110
35240010,119000,914,305
35240012,133000,491,170
35240013,73000,442,225
35240014,83000,442,200
35240015,50800,757,380
35240016,156000,403,150
35240026,101000,385,145
35240027,116000,299,115
35240028,92000,772,315
35240029,99000,471,185
35240030,116000,770,300
35240031,100000,896,385
35240032,91000,635,300
35240033,96000,642,265
35240034,83000,448,205
35240035,135000,1115,340
35240036,98000,385,170
35240037,73000,522,245
35240050,112000,557,215
35240051,94000,406,155
35240052,89000,1340,565
35240053,121000,517,185
35240054,104000,564,200
35240055,129000,356,125
35240056,123000,902,310
35240057,130000,429,140
35240058,131000,432,150
35240059,138000,348,110
35240060,93000,793,315
35240061,86000,400,175
35240063,,148,55
35240064,62400,1055,580
35240065,65500,459,250
35240066,52000,425,245
35240067,108000,380,160
35240068,111000,490,200
35240069,105000,409,160
35240070,107000,364,140
35240071,97000,320,125
35240073,105000,760,275
35240074,74000,691,295
35240075,134000,630,200
35240076,144000,486,160
35240077,106000,798,255
35240078,130000,381,130
35240079,147000,494,170
35240081,126000,376,130
35240082,142000,275,85
35240083,133000,415,140
35240084,129000,448,150
35240085,,230,80
35240086,166000,682,210
35240087,122000,336,100
35240098,172000,911,270
35240099,192000,489,140
35240100,198000,515,160
35240101,170000,379,110
35240102,114000,466,180
35240104,164000,387,120
35240105,,240,75
35240106,130000,872,280
35240107,156000,384,120
35240108,143000,498,155
35240109,159000,315,100
35240110,162000,349,120
35240111,96000,751,280
35240112,125000,437,145
35240113,147000,375,110
35240114,137000,1200,435
35240115,188000,425,125
35240116,108000,312,110
35240117,104000,493,175
35240118,111000,701,265
35240120,110000,608,200
35240123,74500,857,340
35240124,74000,443,160
35240125,118000,352,115
35240126,162000,482,165
35240127,147000,484,175
35240128,111000,720,245
35240129,134000,478,185
35240130,150000,491,170
35240131,148000,474,175
35240132,140000,514,180
35240134,96000,503,160
35240135,176000,636,205
35240136,178000,453,140
35240137,218000,508,155
35240138,234000,442,140
35240139,272000,437,135
35240140,226000,578,190
35240141,188000,415,120
35240142,180000,429,135
35240143,162000,571,180
35240144,196000,568,190
35240145,142000,520,190
35240146,206000,450,150
35240147,188000,718,230
35240148,172000,566,180
35240150,139000,460,145
35240152,153000,525,165
35240153,154000,363,105
35240154,147000,468,140
35240155,114000,444,145
35240156,150000,568,175
35240157,144000,434,125
35240158,156000,419,120
35240159,151000,368,120
35240160,159000,588,190
35240161,140000,596,170
35240162,178000,455,135
35240165,182000,963,315
35240166,182000,377,120
35240167,172000,441,135
35240168,126000,718,245
35240169,111000,756,275
35240170,128000,437,170
35240171,132000,432,140
35240172,180000,424,135
35240173,162000,444,135
35240174,,227,70
35240175,145000,597,185
35240176,123000,409,120
35240177,140000,465,145
35240179,141000,474,150
35240180,108000,254,90
35240181,123000,615,215
35240182,150000,361,115
35240184,76000,976,440
35240188,158000,478,150
35240189,85000,1023,395
35240192,123000,525,180
35240193,71500,1074,425
35240194,80000,770,355
35240195,77500,631,250
35240196,190000,420,135
35240197,131000,508,180
35240198,172000,452,150
35240199,202000,519,160
35240200,196000,458,155
35240201,222000,439,130
35240202,244000,583,195
35240203,336000,492,170
35240204,310000,412,125
35240205,302000,418,125
35240206,266000,499,175
35240207,296000,569,180
35240208,184000,566,215
35240209,110000,611,210
35240210,102000,800,380
35240211,160000,484,180
35240212,252000,690,200
35240213,70000,792,375
35240214,260000,646,250
35240215,139000,423,210
35240216,65000,521,355
35240217,74000,736,300
35240218,100000,441,175
35240219,102000,600,240
35240220,58400,1068,580
35240221,85000,1254,655
35240222,88000,397,145
35240223,61200,398,205
35240224,67000,587,275
35240225,53200,425,210
35240226,60000,497,260
35240227,73500,593,285
35240228,74000,472,150
35240229,180000,579,200
35240230,95000,417,150
35240231,90000,501,170
35240232,111000,483,165
35240233,150000,622,220
35240234,128000,728,250
35240235,166000,529,175
35240236,131000,444,140
35240237,132000,510,180
35240238,102000,343,125
35240239,106000,514,185
35240240,106000,448,160
35240241,136000,607,190
35240242,133000,623,135
35240243,112000,497,160
35240244,131000,765,250
35240245,121000,477,165
35240246,147000,496,150
35240247,136000,314,120
35240248,149000,564,185
35240249,152000,469,155
35240250,164000,474,155
35240251,80000,939,530
35240252,114000,528,220
35240253,75000,861,500
35240254,86000,350,170
35240255,58800,996,575
35240256,164000,550,185
35240257,122000,453,180
35240258,,214,95
35240259,78500,1411,895
35240263,145000,373,125
35240265,146000,377,130
35240266,152000,531,180
35240267,,51,20
35240268,136000,815,280
35240269,135000,807,275
35240270,102000,571,195
35240271,142000,318,105
35240272,122000,1430,540
35240273,196000,251,80
35240274,117000,498,155
35240275,156000,572,165
35240276,176000,486,145
35240277,68000,642,235
35240278,164000,265,80
35240279,132000,475,155
35240280,123000,581,185
35240281,216000,562,170
35240282,168000,346,100
35240284,92000,1274,515
35240285,202000,593,175
35240286,186000,780,240
35240287,162000,606,180
35240288,170000,363,115
35240289,82000,954,455
35240290,98000,572,250
35240291,178000,544,180
35240292,135000,951,300
35240293,160000,716,275
35240297,101000,403,145
35240298,208000,661,215
35240299,186000,600,195
35240301,148000,1084,355
35240302,156000,629,185
35240303,137000,407,125
35240304,168000,488,155
35240305,148000,324,100
35240307,52000,1008,415
35240317,107000,814,365
35240318,126000,805,275
35240319,166000,458,145
35240320,73500,577,350
35240321,150000,746,260
35240322,174000,460,145
35240323,155000,492,155
35240324,102000,764,280
35240325,120000,494,180
35240326,126000,483,185
35240327,122000,455,170
35240328,96000,469,205
35240329,108000,598,220
35240330,88000,539,200
35240331,100000,949,390
35240332,99000,470,190
35240333,100000,374,150
35240334,107000,450,175
35240335,102000,430,165
35240336,101000,472,180
35240337,115000,432,150
35240338,97000,789,315
35240339,70500,1307,690
35240340,118000,390,150
35240341,109000,850,290
35240342,81000,731,330
35240343,150000,336,115
35240344,147000,473,135
35240345,115000,507,200
35240346,134000,532,180
35240347,117000,473,155
35240348,146000,472,150
35240349,120000,585,200
35240350,135000,732,245
35240351,125000,618,195
35240352,117000,295,110
35240353,102000,620,225
35240354,116000,306,115
35240355,137000,400,130
35240356,190000,506,150
35240357,178000,397,120
35240358,172000,663,215
35240359,166000,506,160
35240363,159000,636,190
35240364,162000,459,140
35240365,156000,386,125
35240366,155000,624,205
35240367,143000,543,175
35240368,132000,610,210
35240369,120000,676,240
35240370,102000,550,225
35240371,111000,411,150
35240372,110000,457,170
35240373,98000,367,140
35240374,135000,388,140
35240375,120000,589,200
35240376,131000,458,160
35240377,140000,377,125
35240378,121000,572,190
35240379,121000,278,90
35240380,140000,404,130
35240381,160000,1384,495
35240382,172000,428,155
35240383,166000,517,170
35240384,121000,598,225
35240385,180000,411,145
35240386,,240,80
35240387,146000,513,205
35240388,147000,792,320
35240391,85000,470,205
35240392,79500,902,485
35240393,170000,569,215
35240394,151000,470,185
35240395,111000,664,275
35240396,142000,420,145
35240398,76500,658,345
35240399,166000,726,210
35240400,127000,1498,565
35240401,104000,816,345
35240402,114000,440,160
35240403,128000,544,135
35240404,162000,629,245
35240405,101000,721,325
35240406,97000,485,210
35240409,92000,591,185
35240410,99000,298,115
35240411,102000,564,220
35240412,134000,361,145
35240413,119000,476,170
35240414,111000,429,185
35240417,66500,634,355
35240420,131000,502,215
35240421,92000,353,195
35240422,79000,674,415
35240423,46400,584,430
35240425,102000,595,315
35240427,86000,1216,790
35240428,52800,456,290
35240429,53200,555,260
35240431,170000,330,130
35240432,113000,497,240
35240433,159000,616,240
35240436,79000,293,135
35240437,77500,565,295
35240438,137000,577,225
35240439,127000,487,195
35240440,68000,462,230
35240441,102000,664,305
35240442,129000,433,185
35240443,174000,630,245
35240444,88000,453,200
35240445,67000,639,315
35240446,58400,664,340
35240447,66500,830,415
35240448,123000,586,220
35240449,85000,1132,635
35240450,80000,642,275
35240451,90000,633,255
35240452,97000,457,130
35240453,115000,573,205
35240455,44400,671,450
35240459,131000,414,140
35240460,124000,420,170
35240461,153000,477,155
35240462,99000,414,200
35240463,126000,622,235
35240464,94000,322,130
35240465,54000,908,545
35240466,79000,711,325
35240467,122000,692,290
35240468,224000,512,170
35240469,67500,487,255
35240470,230000,616,215
35240471,200000,532,180
35240472,200000,696,240
35240473,170000,560,185
35240474,178000,673,225
35240475,160000,652,220
35240476,194000,584,185
35240477,202000,670,230
35240478,143000,354,115
35240479,37600,351,200
35240480,67500,872,365
35240481,129000,482,185
35240482,103000,748,300
35240483,100000,680,230
35240484,118000,1172,475
35240485,130000,380,135
35240486,145000,640,235
35240487,143000,277,100
35240488,113000,1246,465
35240489,115000,476,170
35240490,114000,286,100
35240491,143000,634,200
35240492,100000,580,235
35240493,67000,755,445
35240494,122000,441,160
35240495,49600,609,320
35240496,140000,476,160
35240497,150000,496,155
35240498,135000,370,135
35240499,154000,317,110
35240501,135000,256,95
35240503,112000,464,170
35240504,126000,443,155
35240505,88000,593,205
35240506,126000,443,165
35240507,100000,523,205
35240508,141000,697,245
35240509,97000,886,265
35240510,152000,547,185
35240512,67500,335,185
35240513,103000,503,210
35240516,166000,614,225
35240517,142000,495,180
35240518,141000,647,235
35240519,145000,445,155
35240520,125000,712,280
35240521,150000,638,230
35240522,186000,485,170
35240523,176000,518,170
35240524,220000,543,190
35240525,172000,568,200
35240526,164000,273,100
35240528,119000,418,140
35240529,134000,475,160
35240530,136000,413,145
35240531,159000,443,135
35240532,99000,1151,530
35240533,124000,326,115
35240534,98000,498,150
35240535,114000,494,180
35240536,70500,692,330
35240537,98000,591,255
35240538,85000,1001,380
35240539,102000,760,385
35240540,130000,427,160
35240541,142000,410,140
35240542,92000,490,240
35240543,120000,550,210
35240544,101000,548,200
35240545,157000,1000,340
35240546,74500,755,325
35240552,102000,522,205
35240562,107000,460,170
35240563,116000,251,90
